Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
916,Providence State University,3.45,Bachelor's,Providence,M,0,1,0,0,Senior SWE,08/13,10/17,Research Assistant,02/14,02/17,Junior SWE,07/13,04/16
917,Providence School,3.34,Bachelor's,Miami,M,0,1,1,0,Senior SWE,05/15,04/14,Senior SWE,11/17,03/15,Senior SWE,05/14,12/13
918,State Providence College,2.88,Bachelor's,Los Angeles,N/A,0,0,0,0,Research Assistant,12/19,10/14,Research Assistant,12/18,05/12,N/A,07/19,04/13
919,Providence School,2.54,PhD,Chicago,M,0,0,N/A,3,ML Engineer,12/10,05/18,Lawyer,05/14,12/15,Senior SWE,12/18,04/19
920,Providence City College,3.13,Master's,Providence,N/A,0,1,0,0,Senior SWE,06/18,10/12,Lawyer,09/11,12/14,ML Engineer,06/14,10/10
921,Providence University,3.49,Bachelor's,Chicago,N/A,0,0,0,0,Data Scientist,05/14,02/14,Junior SWE,11/11,09/19,Lawyer,08/16,10/11
922,Providence State University,2.6,Bachelor's,Miami,M,0,0,0,1,ML Engineer,12/18,04/12,Senior SWE,11/10,12/15,Lawyer,07/11,09/12
923,Providence State University,3.88,Master's,Chicago,N/A,0,0,0,0,Junior SWE,08/16,01/16,ML Engineer,12/19,03/10,N/A,01/16,04/16
924,Providence Tech Institute,3.01,Master's,Boston,F,1,0,0,4,Research Assistant,12/12,11/17,Lawyer,04/13,10/19,Senior SWE,10/19,03/15
925,Providence Tech Institute,3.02,Bachelor's,New York,N/A,0,0,0,0,ML Engineer,03/10,10/15,ML Engineer,07/10,10/17,Lawyer,09/16,08/17
926,Providence Tech Institute,3.0,PhD,New York,F,0,1,1,1,Junior SWE,04/14,12/14,Lawyer,11/19,10/10,Senior SWE,02/16,09/11
927,Providence University,3.85,Bachelor's,Miami,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
928,Providence University,3.92,PhD,Miami,F,0,0,0,0,Junior SWE,09/15,10/15,Research Assistant,04/14,09/14,Senior SWE,12/13,02/13
929,Providence City College,3.84,Bachelor's,Los Angeles,M,0,1,1,0,Lawyer,08/12,04/18,Lawyer,12/13,11/15,Data Scientist,08/18,01/14
930,Providence University,3.68,Master's,Los Angeles,N/A,0,0,0,3,Lawyer,05/11,08/11,Data Scientist,03/14,06/18,Junior SWE,10/16,07/16
931,Providence Tech Institute,2.89,PhD,Los Angeles,F,0,1,0,3,ML Engineer,12/15,04/13,Lawyer,11/16,11/19,N/A,11/10,08/12
932,Providence School,3.61,Master's,Boston,M,0,1,0,0,Lawyer,07/15,12/17,ML Engineer,09/11,07/18,Data Scientist,12/19,10/15
933,Providence School,2.94,Master's,Chicago,M,0,1,1,4,Lawyer,01/18,02/15,Lawyer,10/17,07/11,Research Assistant,10/18,09/12
934,Providence State University,3.06,PhD,Boston,F,0,0,0,0,Research Assistant,07/11,03/19,ML Engineer,12/19,02/11,N/A,10/19,11/16
935,Providence University,2.72,Master's,Providence,M,0,0,0,0,Junior SWE,07/14,05/19,Junior SWE,07/10,02/14,Junior SWE,03/12,06/19
936,Providence University,3.29,Master's,Providence,M,0,1,1,0,Senior SWE,10/18,12/17,Lawyer,02/16,09/12,N/A,08/15,02/18
937,Providence School,3.71,Bachelor's,Los Angeles,F,0,0,0,0,Research Assistant,08/14,05/10,Lawyer,09/11,04/15,Senior SWE,09/13,06/12
938,State Providence College,3.52,PhD,Boston,N/A,0,1,0,0,Junior SWE,12/13,02/13,Research Assistant,03/15,03/19,Senior SWE,06/19,03/12
939,Providence Tech Institute,3.07,Master's,Boston,M,0,1,0,1,Research Assistant,05/13,05/18,Senior SWE,11/11,08/17,Lawyer,01/15,02/12
940,State Providence College,3.5,PhD,New York,M,0,0,0,0,ML Engineer,04/11,10/10,Lawyer,01/14,12/16,Lawyer,11/12,08/14
941,Providence State University,3.45,Bachelor's,Los Angeles,F,0,0,1,0,ML Engineer,03/10,05/18,Senior SWE,07/17,04/13,Data Scientist,02/10,03/17
942,Providence School,3.31,Master's,Providence,F,0,0,0,4,Senior SWE,12/11,03/19,Junior SWE,03/11,12/18,Senior SWE,10/10,03/15
943,Providence School,2.9,Bachelor's,Los Angeles,N/A,1,0,0,2,Data Scientist,11/18,06/15,Junior SWE,03/13,05/15,Data Scientist,01/19,11/14
944,Providence State University,2.54,PhD,Los Angeles,F,0,0,0,3,Research Assistant,02/12,11/15,Senior SWE,09/14,06/17,Research Assistant,08/11,04/12
945,Providence State University,2.56,PhD,Chicago,F,0,0,0,0,Research Assistant,03/16,03/16,Senior SWE,09/13,02/16,Junior SWE,09/19,04/10
946,Providence University,3.93,Master's,Chicago,N/A,0,0,0,0,Data Scientist,03/12,05/15,Junior SWE,09/17,08/12,Senior SWE,11/17,03/16
947,State Providence College,3.8,Bachelor's,Los Angeles,F,0,1,0,0,Lawyer,01/13,06/16,Research Assistant,08/14,05/19,Lawyer,11/14,09/11
948,Providence City College,2.86,PhD,Los Angeles,M,0,0,0,3,Research Assistant,03/16,01/17,Research Assistant,05/12,08/12,ML Engineer,12/18,01/16
949,Providence State University,2.79,PhD,Boston,M,0,0,0,3,Junior SWE,02/18,06/10,Lawyer,04/11,08/11,Senior SWE,05/18,03/19
950,Providence City College,2.95,Bachelor's,Chicago,F,0,0,0,0,Research Assistant,09/14,04/19,Lawyer,10/17,12/12,Data Scientist,05/19,12/10
951,Providence University,3.36,PhD,Chicago,F,0,0,0,0,Senior SWE,09/19,06/17,ML Engineer,07/10,10/17,Research Assistant,09/16,06/18
952,Providence State University,2.53,PhD,Miami,M,0,0,N/A,4,Lawyer,12/14,05/11,Lawyer,12/14,10/12,Lawyer,07/17,01/10
953,Providence School,3.84,Bachelor's,Los Angeles,F,0,0,0,0,ML Engineer,10/15,02/12,ML Engineer,08/17,09/12,Junior SWE,09/15,05/14
954,Providence City College,3.66,Bachelor's,New York,F,0,1,0,0,ML Engineer,03/13,07/10,Senior SWE,09/11,06/16,Junior SWE,06/11,08/14
955,State Providence College,3.29,Bachelor's,Miami,M,0,1,0,3,Senior SWE,05/19,12/13,Research Assistant,06/12,10/11,Junior SWE,12/16,12/10
956,Providence University,3.8,PhD,Los Angeles,F,0,0,0,3,Data Scientist,07/15,05/15,Senior SWE,02/10,08/17,Lawyer,09/15,03/17
957,Providence School,3.32,Master's,New York,M,0,0,0,0,ML Engineer,12/12,07/16,Data Scientist,02/11,06/12,Research Assistant,02/13,09/18
958,State Providence College,2.63,Master's,New York,M,0,0,0,2,Lawyer,02/18,11/17,Lawyer,12/12,03/15,Data Scientist,09/18,10/15
959,State Providence College,3.34,PhD,Chicago,M,0,0,0,1,ML Engineer,12/19,12/12,ML Engineer,06/19,05/19,Research Assistant,07/11,12/17
960,Providence Tech Institute,3.22,PhD,Boston,F,0,0,0,3,Data Scientist,04/18,10/15,Junior SWE,08/15,11/13,N/A,03/19,07/19
961,Providence University,3.54,Bachelor's,New York,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
962,Providence State University,3.02,PhD,Los Angeles,F,0,0,0,4,Senior SWE,07/16,06/10,Research Assistant,01/13,04/12,Lawyer,07/19,07/18
963,Providence University,3.04,PhD,Los Angeles,F,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
964,Providence City College,3.91,Master's,Los Angeles,M,0,1,0,0,Data Scientist,09/12,11/12,Lawyer,11/18,01/16,Senior SWE,06/14,04/12
965,State Providence College,3.88,Master's,Miami,F,0,0,N/A,3,Senior SWE,09/12,01/19,Lawyer,06/15,09/13,Lawyer,01/13,02/16
966,Providence State University,3.85,PhD,Miami,M,0,1,0,0,ML Engineer,05/10,09/14,Data Scientist,12/16,08/16,Research Assistant,04/15,08/16
967,Providence City College,3.12,Master's,Los Angeles,M,0,0,0,0,Research Assistant,05/10,05/11,Lawyer,06/10,08/14,Senior SWE,07/14,09/19
968,Providence School,3.62,PhD,Boston,M,0,1,0,0,ML Engineer,07/19,08/16,Senior SWE,12/17,08/17,Data Scientist,04/19,12/16
969,State Providence College,3.91,Bachelor's,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
970,Providence School,3.95,PhD,Providence,M,0,0,0,0,Research Assistant,11/18,10/10,Data Scientist,06/11,05/15,Research Assistant,08/17,02/17
971,Providence Tech Institute,2.86,Master's,Chicago,M,0,1,0,0,Research Assistant,07/12,04/18,Senior SWE,07/12,05/18,ML Engineer,05/19,12/19
972,Providence University,2.82,PhD,Miami,N/A,0,0,0,3,Research Assistant,11/13,01/19,Data Scientist,02/15,06/19,N/A,03/10,06/13
973,Providence State University,3.25,Master's,Boston,M,0,0,1,3,Lawyer,04/12,06/11,Lawyer,05/10,05/10,Research Assistant,01/11,01/15
974,State Providence College,3.8,PhD,Chicago,F,0,0,0,0,ML Engineer,05/10,02/16,ML Engineer,04/14,07/14,Senior SWE,04/16,12/11
975,Providence Tech Institute,3.29,PhD,Los Angeles,F,0,0,0,0,Research Assistant,06/12,08/19,Junior SWE,05/16,12/10,ML Engineer,02/19,10/17
976,State Providence College,3.69,Master's,Los Angeles,M,0,0,0,0,Research Assistant,05/11,05/18,Data Scientist,02/15,10/10,Data Scientist,05/10,06/16
977,Providence University,3.21,PhD,Chicago,M,0,0,0,3,Data Scientist,05/14,04/10,ML Engineer,05/15,10/16,Senior SWE,08/16,06/17
978,State Providence College,3.63,PhD,Los Angeles,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
979,Providence University,2.9,PhD,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
980,Providence State University,3.74,Bachelor's,Miami,N/A,0,1,0,3,Junior SWE,01/15,04/15,Senior SWE,03/13,11/19,Junior SWE,07/11,11/13
981,Providence Tech Institute,3.7,Master's,Miami,N/A,0,1,0,2,Junior SWE,12/15,03/19,Data Scientist,02/18,06/15,Senior SWE,01/16,10/11
982,Providence City College,2.84,PhD,Chicago,M,0,1,0,3,Research Assistant,08/12,02/18,Junior SWE,08/16,11/19,N/A,02/15,12/13
983,Providence Tech Institute,3.81,Bachelor's,Chicago,F,0,0,0,3,Senior SWE,07/14,04/16,ML Engineer,06/17,12/19,ML Engineer,03/12,04/13
984,Providence State University,2.68,Master's,Miami,M,0,0,0,1,Senior SWE,03/11,04/17,Research Assistant,01/11,08/19,Research Assistant,02/16,12/10
985,Providence State University,3.65,Bachelor's,Providence,M,0,1,0,1,Lawyer,07/16,06/13,Lawyer,08/15,11/19,Data Scientist,01/12,04/15
986,Providence Tech Institute,3.78,Bachelor's,Miami,M,0,0,N/A,1,Junior SWE,06/12,12/18,Senior SWE,12/12,08/16,Junior SWE,06/14,09/10
987,Providence University,3.74,PhD,Miami,F,0,0,0,4,Data Scientist,08/18,03/12,Lawyer,10/10,08/18,Data Scientist,09/13,10/17
988,Providence School,2.87,Bachelor's,Chicago,F,0,0,0,0,Data Scientist,04/15,09/14,ML Engineer,10/10,01/16,Lawyer,11/19,01/13
989,Providence City College,2.62,PhD,New York,F,0,1,0,1,ML Engineer,01/13,02/13,Lawyer,10/13,09/17,Research Assistant,12/10,06/11
990,Providence City College,2.54,Master's,Los Angeles,F,1,0,0,0,Junior SWE,08/18,04/14,Junior SWE,03/12,08/16,Lawyer,09/10,04/13
991,Providence Tech Institute,2.54,Bachelor's,Miami,F,0,1,0,3,Lawyer,09/12,09/16,Lawyer,04/14,04/16,Data Scientist,03/12,11/12
992,State Providence College,3.27,Bachelor's,New York,N/A,0,1,0,0,Junior SWE,01/12,06/19,ML Engineer,03/11,06/16,ML Engineer,06/14,09/19
993,Providence State University,2.8,Bachelor's,Chicago,M,0,0,0,0,Junior SWE,09/16,04/11,Research Assistant,11/12,08/18,Lawyer,06/18,08/11
994,State Providence College,3.81,Bachelor's,Miami,M,0,1,0,0,ML Engineer,07/19,11/13,Research Assistant,06/17,02/13,Data Scientist,02/12,01/15
995,Providence City College,2.75,PhD,Boston,M,0,0,0,1,Lawyer,03/10,05/13,Junior SWE,02/18,09/12,Senior SWE,09/12,12/10
996,Providence State University,3.51,PhD,Los Angeles,M,0,0,0,3,Research Assistant,06/11,03/12,Lawyer,07/17,02/19,Junior SWE,04/12,01/15
997,State Providence College,3.88,Master's,Chicago,F,0,0,0,0,Lawyer,07/13,03/18,Junior SWE,08/15,01/15,Lawyer,05/11,11/14
998,Providence State University,3.95,Master's,Boston,M,0,0,0,0,Junior SWE,06/14,01/14,Data Scientist,03/19,05/17,Senior SWE,02/19,09/18
999,State Providence College,3.79,Master's,Boston,N/A,0,0,0,0,Research Assistant,07/10,02/12,Junior SWE,12/10,03/17,Lawyer,07/11,02/19
1000,State Providence College,2.81,PhD,Chicago,F,0,1,0,3,ML Engineer,05/17,04/19,Junior SWE,10/18,11/15,Junior SWE,05/17,12/19
